"","id","nom_estab","raz_social","codigo_act","nombre_act","per_ocu","tipo_vial","nom_vial","tipo_v_e_1","nom_v_e_1","tipo_v_e_2","nom_v_e_2","tipo_v_e_3","nom_v_e_3","numero_ext","letra_ext","edificio","edificio_e","numero_int","letra_int","tipo_asent","nomb_asent","tipoCenCom","nom_CenCom","num_local","cod_postal","cve_ent","entidad","cve_mun","municipio","cve_loc","localidad","ageb","manzana","telefono","correoelec","www","tipoUniEco","latitud","longitud","fecha_alta","palbusc"
"37300",1103906,"SALÓN DE FIESTAS INFANTILES DON QUIJOTE","",531113,"Alquiler sin intermediación de salones para fiestas y convenciones","0 a 5 personas","CALLE","OCTAVA","PROLONGACIÓN","MORELOS","CALLE","DE LOS CIRUELOS","CALLE","NINGUNO",0,"SN","","","","","FRACCIONAMIENTO","LOS ALAMOS","","","",35020,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","1183",27,"8717155263","","","Fijo",25.59700657,-103.5104965,"dic-14","SALÓN DE FIESTAS INFANTILES DON QUIJOTEAlquiler sin intermediación de salones para fiestas y convenciones"
"37301",1063472,"SALÓN DE FIESTAS INFANTILES EL MIRADOR","",531113,"Alquiler sin intermediación de salones para fiestas y convenciones","0 a 5 personas","CALLE","URREA","AVENIDA","ABASOLO","AVENIDA","TRUJANO","CALLE","IGNACIO DE LA LLAVE",665,"BIS","","","","","COLONIA","CENTRO","","","",35000,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","2105",24,"","","","Fijo",25.55785384,-103.5011566,"jul-10","SALÓN DE FIESTAS INFANTILES EL MIRADORAlquiler sin intermediación de salones para fiestas y convenciones"
"37302",1065860,"SALÓN DE FIESTAS INFANTILES ROGER TOWN","",531113,"Alquiler sin intermediación de salones para fiestas y convenciones","0 a 5 personas","CALLE","VERONA","AVENIDA","INGENIEROS","AVENIDA","FRANCISCO VILLA","CALLE","SELECCIONE UNA OPCIÓN VERONA",490,"","","","","","RINCONADA","NAPOLES","","","",35018,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","1681",7,"8717512858","","","Fijo",25.58953148,-103.4942492,"jul-10","SALÓN DE FIESTAS INFANTILES ROGER TOWNAlquiler sin intermediación de salones para fiestas y convenciones"
"37349",1070490,"SALÓN PARA FIESTAS INFANTILES LOS PORTALES","",531113,"Alquiler sin intermediación de salones para fiestas y convenciones","0 a 5 personas","CALLE","FRANCISCO I. MADERO","CALLE","HIDALGO","CALLE","ZARAGOZA","CALLE","BRAVO",0,"SN","","","","","EJIDO","LA LOMA","","","",35190,10,"DURANGO",12,"Lerdo",23,"La Loma","115A",20,"","","","Fijo",25.46528248,-103.6734633,"jul-10","SALÓN PARA FIESTAS INFANTILES LOS PORTALESAlquiler sin intermediación de salones para fiestas y convenciones"
"37972",1067897,"CENTRO DE DESARROLLO INFANTIL","SECRETARÍA DE EDUCACIÓN PÚBLICA",611112,"Escuelas de educación preescolar del sector público","31 a 50 personas","PRIVADA","NINGUNO","CALLE","FRANCISCO I MADERO","BOULEVARD","MIGUEL ALEMÁN","PROLONGACIÓN","COAHUILA",0,"SN","","","","","COLONIA","NIÑOS HÉROES","","","",35157,10,"DURANGO",12,"Lerdo",1,"Lerdo","24",2,"8717253181","","","Fijo",25.55047758,-103.5148114,"jul-10","CENTRO DE DESARROLLO INFANTILEscuelas de educación preescolar del sector público"
"37979",1068308,"CENTRO MATERNO INFANTIL LAS PALMAS","",611111,"Escuelas de educación preescolar del sector privado","6 a 10 personas","CALLE","PALMA COCOTEROS","CALLE","DÁTILES","CALLE","PALMA YUCCA","CALLE","PALMA FÉNIZ",115,"","","","","","COLONIA","LAS PALMAS","","","",35168,10,"DURANGO",12,"Lerdo",1,"Lerdo","1056",13,"8717257605","CMI_LASPALMAS2@HOTMAIL.COM","","Fijo",25.53845098,-103.5137713,"jul-10","CENTRO MATERNO INFANTIL LAS PALMASEscuelas de educación preescolar del sector privado"
"38296",1068837,"INSTITUTO INFANTIL DE LERDO, A.C.","INSTITUCIÓN INFANTIL DE LERDO, A.C.",611111,"Escuelas de educación preescolar del sector privado","6 a 10 personas","CALLE","GÓMEZ PALACIO","AVENIDA","JUÁREZ","AVENIDA","JUAN E. GARCÍA","CALLE","NICOLÁS BRAVO",360,"","","","","","COLONIA","CENTRO","","","",35150,10,"DURANGO",12,"Lerdo",1,"Lerdo","556",12,"8717259160","INSTITUCIONINFANTIL@HOTMAIL.COM","","Fijo",25.53082991,-103.5228861,"jul-10","INSTITUTO INFANTIL DE LERDO, A.C.Escuelas de educación preescolar del sector privado"
"38321",1062875,"JARDÍN DE NIÑOS BILINGUE NUEVO MUNDO INFANTIL","",611111,"Escuelas de educación preescolar del sector privado","6 a 10 personas","AVENIDA","UNIVERSIDAD","CALLE","3","CALLE","2","AVENIDA","INGENIEROS",306,"","","","","","COLONIA","FILADELFIA","","","",35010,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","1357",26,"8717156547","","","Fijo",25.5808227,-103.4973271,"jul-10","JARDÍN DE NIÑOS BILINGUE NUEVO MUNDO INFANTILEscuelas de educación preescolar del sector privado"
"38537",1066045,"CASA DE ATENCIÓN INFANTIL","",624411,"Guarderías del sector privado","0 a 5 personas","CALLE","AMAPOLAS","CALLE","DALIAS","CALLE","NINGUNO","CALZADA","GIRASOLES",132,"","","","","","COLONIA","SOLIDARIDAD","","","",35017,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","1624",10,"","","","Fijo",25.61236732,-103.5076003,"jul-10","CASA DE ATENCIÓN INFANTILGuarderías del sector privado"
"38538",1064001,"CASA DE ATENCIÓN INFANTIL","AYUNTAMIENTO DE GOMEZ PALACIO",624412,"Guarderías del sector público","0 a 5 personas","AVENIDA","ABELARDO RODRÍGUEZ","CALLE","ESCOBEDO","PRIVADA","PATONI","AVENIDA","ABELARDO RODRÍGUEZ",0,"SN","","","","","COLONIA","TIERRA BLANCA","","","",35040,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","838",35,"","","","Fijo",25.56942043,-103.4861042,"jul-10","CASA DE ATENCIÓN INFANTILGuarderías del sector público"
"38561",1103362,"CENTRO DE DESARROLLO INFANTIL","CENTRO DE DESARROLLO INFANTIL",624412,"Guarderías del sector público","6 a 10 personas","CALLE","SAN MARCOS","CALLE","SAN MARTÍN","BOULEVARD","SAN ANTONIO","CALLE","S. NEMESIO",0,"SN","","","","","FRACCIONAMIENTO","SAN ANTONIO","","","",35015,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","1677",29,"","","","Semifijo",25.59935031,-103.4849968,"dic-14","CENTRO DE DESARROLLO INFANTILGuarderías del sector público"
"38567",6266080,"CENTRO DE REHABILITACIÓN E INCLUSIÓN INFANTIL TELETON DURANGO","FUNDACION TELETON MEXICO AC",621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje","51 a 100 personas","","NINGUNO","CALLE","MÉXICO","","NINGUNO","","NINGUNO",999,"","","","","","COLONIA","15 DE MAYO","","","",35076,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","1412",16,"","","","Fijo",25.57988662,-103.4691574,"dic-14","CENTRO DE REHABILITACIÓN E INCLUSIÓN INFANTIL TELETON DURANGOConsultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje"
"38668",1105587,"CONSULTORIO DENTAL INFANTIL","",621211,"Consultorios dentales del sector privado","0 a 5 personas","CALLE","GALEANA","AVENIDA","SABRABIA","AVENIDA","MADERO","CALLE","ABASOLO",17,"","","","","","COLONIA","CENTRO","","","",35150,10,"DURANGO",12,"Lerdo",1,"Lerdo","39",11,"8717252929","NADIAENEVI@HOTMAIL.COM","","Fijo",25.54044971,-103.5233457,"dic-14","CONSULTORIO DENTAL INFANTILConsultorios dentales del sector privado"
"38870",1065712,"ESTANCIA INFANTIL ANGELITOS","",624411,"Guarderías del sector privado","6 a 10 personas","CALLE","UNDÉCIMA","PROLONGACIÓN","MORELOS","CALLE","NINGUNO","AVENIDA","DE LOS CIRUELOS",395,"","","","","","FRACCIONAMIENTO","LOS ALAMOS","","","",35024,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","1183",15,"8712271802","ANGELITOS_IRMA81@OUTLOOK.COM","","Fijo",25.59882114,-103.5105459,"jul-10","ESTANCIA INFANTIL ANGELITOSGuarderías del sector privado"
"38871",1105653,"ESTANCIA INFANTIL APRENDE JUGANDO","",624411,"Guarderías del sector privado","0 a 5 personas","AVENIDA","JUÁREZ","CALLE","ZACATECAS","CALLE","PINO SUÁREZ","PRIVADA","BERTHA",0,"SN","","","","","COLONIA","CENTRO","","","",35150,10,"DURANGO",12,"Lerdo",1,"Lerdo","556",15,"","","","Fijo",25.52936609,-103.5238744,"dic-14","ESTANCIA INFANTIL APRENDE JUGANDOGuarderías del sector privado"
"38872",1065544,"ESTANCIA INFANTIL ARBOL MAGICO","",624411,"Guarderías del sector privado","6 a 10 personas","CALLE","LEANDRO VALLE","AVENIDA","MORELOS","PRIVADA","MORELOS","CALLE","5 DE FEBRERO",209,"","","","","","COLONIA","CENTRO","","","",35000,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","607",3,"8712687522","","","Fijo",25.57621593,-103.5036073,"jul-10","ESTANCIA INFANTIL ARBOL MAGICOGuarderías del sector privado"
"38873",1066697,"ESTANCIA INFANTIL ARCO IRIS MAGICO","",624411,"Guarderías del sector privado","0 a 5 personas","CALLE","NINGUNO","","NINGUNO","","NINGUNO","CALLE","NINGUNO",0,"SN","","","","","EJIDO","SAN FELIPE","ESCUELA","SIN NOMBRE","SN",35118,10,"DURANGO",7,"Gómez Palacio",135,"San Felipe","1906",20,"","","","Fijo",25.69448636,-103.381354,"jul-10","ESTANCIA INFANTIL ARCO IRIS MAGICOGuarderías del sector privado"
"38874",1101390,"ESTANCIA INFANTIL CESARIN SEDESOL","SECRETARÍA DE DESARROLLO SOCIAL",624412,"Guarderías del sector público","0 a 5 personas","CALLE","CUENCAMÉ","AVENIDA","MINA","AVENIDA","HIDALGO","CALLE","PRIMERA",196,"","","","","","COLONIA","NUEVO REFUGIO","","","",35029,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","186A",31,"8713114471","","","Fijo",25.583723,-103.5096595,"dic-14","ESTANCIA INFANTIL CESARIN SEDESOLGuarderías del sector público"
"38875",1101531,"ESTANCIA INFANTIL COLORINES","",624411,"Guarderías del sector privado","11 a 30 personas","AVENIDA","MORELOS","CALLE","AZUCENAS","CALLE","LAUREL","PRIVADA","MORELOS",535,"","","","","","COLONIA","EL REFUGIO","","","",35029,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","186A",9,"8717144311","MELESIOESQUIVEL_A@HOTMAIL.COM","","Fijo",25.58270216,-103.5060635,"dic-14","ESTANCIA INFANTIL COLORINESGuarderías del sector privado"
"38876",1066078,"ESTANCIA INFANTIL CORAZÓN DE AMOR","",624411,"Guarderías del sector privado","0 a 5 personas","AVENIDA","AZUCENAS","CALLE","CLAVELES","CALLE","TASODUCTO","CALLE","NINGUNO",0,"SN","","","","","COLONIA","SOLIDARIDAD","","","",35017,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","161A",11,"8711669940","","","Fijo",25.61423164,-103.509963,"jul-10","ESTANCIA INFANTIL CORAZÓN DE AMORGuarderías del sector privado"
"38877",1106354,"ESTANCIA INFANTIL DARALE","",624411,"Guarderías del sector privado","6 a 10 personas","CALLE","FRESNOS","CALLE","REINA DE ARGENTINA","CALLE","GERANIOS","CALLE","NOGALES",0,"SN","","","","","COLONIA","LAS REYNAS","","","",35158,10,"DURANGO",12,"Lerdo",1,"Lerdo","715",49,"8717144958","ESTANCIA_DARALE@HOTMAIL.COM","","Fijo",25.55660216,-103.514782,"dic-14","ESTANCIA INFANTIL DARALEGuarderías del sector privado"
"38878",1062968,"ESTANCIA INFANTIL DEL DIF","",624412,"Guarderías del sector público","0 a 5 personas","CALLE","EMILIANO ZAPATA","CALLE","RUBÉN JARAMILLO","CALLE","HERREROS","AVENIDA","NACIONAL",0,"SN","","","","","AMPLIACIÓN","FELIPE ANGELES","","","",35046,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","1408",20,"","","","Fijo",25.58106471,-103.4845131,"jul-10","ESTANCIA INFANTIL DEL DIFGuarderías del sector público"
"38879",1068142,"ESTANCIA INFANTIL DIF MIS PEQUEÑOS SOLECITOS","SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DE LERDO",624412,"Guarderías del sector público","6 a 10 personas","AVENIDA","BELISARIO DOMÍNGUEZ","CALLE","MIGUEL HIDALGO","CALLE","ALLENDE","AVENIDA","AQUILES SERDÁN",64,"","","","","","COLONIA","CENTRO","","","",35150,10,"DURANGO",12,"Lerdo",1,"Lerdo","490",14,"8717252246","","","Fijo",25.53771434,-103.5284276,"jul-10","ESTANCIA INFANTIL DIF MIS PEQUEÑOS SOLECITOSGuarderías del sector público"
"38880",1065859,"ESTANCIA INFANTIL DIF VILLA NAPOLES","ESTANCIAS INFANTILES DIF",624412,"Guarderías del sector público","6 a 10 personas","CALLE","VERONA","CALLE","VENECIA","AVENIDA","FRANCISCO VILLA","CALLE","VERONA",0,"SN","","","","","RINCONADA","VILLA NAPOLES","","","",35018,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","1681",7,"8717375514","","","Fijo",25.5894265,-103.494479,"jul-10","ESTANCIA INFANTIL DIF VILLA NAPOLESGuarderías del sector público"
"38881",1099136,"ESTANCIA INFANTIL DIME FELIPE ÁNGELES","",624411,"Guarderías del sector privado","0 a 5 personas","CALLE","DOCTOR VALENTÍN GÓMEZ FARÍAS","AVENIDA","JUAN ÁLVAREZ","AVENIDA","MANUEL ÁVILA CAMACHO","CALLE","ANASTASIO BUSTAMANTE",326,"","","","","","COLONIA","5 DE MAYO","","","",35040,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","679",14,"8717143430","","","Fijo",25.5788769,-103.4899649,"dic-14","ESTANCIA INFANTIL DIME FELIPE ÁNGELESGuarderías del sector privado"
"38882",1100909,"ESTANCIA INFANTIL GARABATOS","",624411,"Guarderías del sector privado","0 a 5 personas","AVENIDA","PONIENTE","CALLE","BUGAMBILIAS","CALLE","CLAVELES","CALLE","BUGAMBILIAS",296,"","","","","","FRACCIONAMIENTO","VALLES DE CHAPALA","","","",35025,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","193A",11,"8712902719","CAROLINNAE077@HOTMAIL.COM","","Fijo",25.58190108,-103.5293817,"dic-14","ESTANCIA INFANTIL GARABATOSGuarderías del sector privado"
"38883",1099281,"ESTANCIA INFANTIL GOTAS DE LLUVIA","",624411,"Guarderías del sector privado","6 a 10 personas","CALLE","LLUVIA","CALLE","COSTA","CALLE","DUNAS","AVENIDA","LIBERTAD",0,"SN","","","","","FRACCIONAMIENTO","SANTA ROSA","","","",35078,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","1889",27,"","","","Fijo",25.57085116,-103.4693502,"dic-14","ESTANCIA INFANTIL GOTAS DE LLUVIAGuarderías del sector privado"
"38884",1061966,"ESTANCIA INFANTIL ISSSTE","ISSSTE",624412,"Guarderías del sector público","31 a 50 personas","CALLE","RÍO GRIJALVA","CALLE","VEJEL","CALLE","RÍO CONCHOS","CALLE","NARCISO MENDOZA",917,"","","","","","COLONIA","EL BOSQUE","","","",35031,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","734",16,"8717146475","","","Fijo",25.5723622,-103.4932855,"jul-10","ESTANCIA INFANTIL ISSSTEGuarderías del sector público"
"38885",1062852,"ESTANCIA INFANTIL LIBEMOR","",624411,"Guarderías del sector privado","6 a 10 personas","AVENIDA","INGENIEROS","CALLE","19","CALLE","18","AVENIDA","ARQUITECTOS",888,"","","","","","COLONIA","FILADELFIA","","","",35010,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","1357",8,"8717487918","LIBEMOR-.ALEDGO@HOTMAIL.COM","","Fijo",25.58506573,-103.4938401,"jul-10","ESTANCIA INFANTIL LIBEMORGuarderías del sector privado"
"38886",1105462,"ESTANCIA INFANTIL LIZZANDRA","",624411,"Guarderías del sector privado","0 a 5 personas","CALLE","ZARCO","CALLE","BENITO JUÁREZ","CALLE","GUADALUPE VICTORIA","CALLE","FRANCISCO I. MADERO",0,"SN","","","","","VILLA","NAZARENO","","","",35188,10,"DURANGO",12,"Lerdo",28,"Nazareno","1179",2,"","","","Fijo",25.3991407,-103.4219641,"dic-14","ESTANCIA INFANTIL LIZZANDRAGuarderías del sector privado"
"38887",1099522,"ESTANCIA INFANTIL NANY","",624412,"Guarderías del sector público","0 a 5 personas","CALLE","SAN IGNACIO","PRIVADA","NINGUNO","AVENIDA","INDEPENDENCIA","CALLE","S. UGALDE",930,"","","","","","COLONIA","AMPLIACION BELLAVISTA","","","",35050,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","857",7,"","","","Fijo",25.56000506,-103.5131726,"dic-14","ESTANCIA INFANTIL NANYGuarderías del sector público"
"38888",1068326,"ESTANCIA INFANTIL NUEVO AMANECER","",624411,"Guarderías del sector privado","0 a 5 personas","PRIVADA","PRIMERA JUAN E. GARCÍA","CALLE","MORELOS","CALLE","VICENTE GUERRERO","AVENIDA","JUAN E. GARCÍA",0,"SN","","","","","COLONIA","CENTRO","","","",35150,10,"DURANGO",12,"Lerdo",1,"Lerdo","503",22,"8717251708","","","Fijo",25.53747295,-103.5198494,"jul-10","ESTANCIA INFANTIL NUEVO AMANECERGuarderías del sector privado"
"38889",1064885,"ESTANCIA INFANTIL PEQUEÑOS ANGELITOS","",624411,"Guarderías del sector privado","0 a 5 personas","AVENIDA","ARMANDO DEL CASTILLO FRANCO","ANDADOR","20","CALLE","18","ANDADOR","17",229,"","","","","","COLONIA","FIDEL VELAZQUEZ","","","",35025,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","560",24,"","","","Fijo",25.57387413,-103.5258211,"jul-10","ESTANCIA INFANTIL PEQUEÑOS ANGELITOSGuarderías del sector privado"
"38890",1103567,"ESTANCIA INFANTIL PEQUEÑOS GUERREROS","",624411,"Guarderías del sector privado","0 a 5 personas","CALLE","TORRE VIEJA","CIRCUITO","BARCELONA","CALLE","SANTA CRUZ","CALLE","TORRE VIEJA",162,"","","","","","FRACCIONAMIENTO","SANTA SOFIA","","","",35029,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","2393",7,"","","","Fijo",25.59695039,-103.5166259,"dic-14","ESTANCIA INFANTIL PEQUEÑOS GUERREROSGuarderías del sector privado"
"38891",1063815,"ESTANCIA INFANTIL PEQUEÑOS GUERREROS","",624411,"Guarderías del sector privado","0 a 5 personas","AVENIDA","CUAUHTÉMOC","CALLE","URREA","CALLE","FRANCISCO ZARCO","AVENIDA","GUICHO CISNEROS",720,"","","","","","COLONIA","SANTA ROSA","","","",35040,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","876",5,"8717237744","","","Fijo",25.56304136,-103.4902204,"jul-10","ESTANCIA INFANTIL PEQUEÑOS GUERREROSGuarderías del sector privado"
"38892",1106369,"ESTANCIA INFANTIL PERSONITAS","",624411,"Guarderías del sector privado","0 a 5 personas","CALLE","IGNACIO MANUEL ALTAMIRANO","CALLE","CALMÉCAC","CALLE","UNIVERSIDAD","CALLE","ENRIQUE RÉBSAMEN",149,"","","","","","COLONIA","MAGISTERIAL","","","",35168,10,"DURANGO",12,"Lerdo",1,"Lerdo","072A",34,"8711775075","","","Fijo",25.5550483,-103.5093007,"dic-14","ESTANCIA INFANTIL PERSONITASGuarderías del sector privado"
"38893",1061266,"ESTANCIA INFANTIL PINZINTLI","",624411,"Guarderías del sector privado","31 a 50 personas","CALLE","PEREYRA","AVENIDA","16 DE SEPTIEMBRE","CALLE","JESÚS FLORES","AVENIDA","16 DE SEPTIEMBRE",13,"","","","","","COLONIA","REVOLUCION","","","",35050,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","857",12,"8717234606","","","Fijo",25.56021261,-103.5067335,"jul-10","ESTANCIA INFANTIL PINZINTLIGuarderías del sector privado"
"38894",1102899,"ESTANCIA INFANTIL PRIMAVERA","",624411,"Guarderías del sector privado","0 a 5 personas","CALLE","MALVAS","AVENIDA","CLAVELES","AVENIDA","LIRIOS","CALLE","LUCIO GÓMEZ",0,"SN","","","","","COLONIA","PRIMAVERA","","","",35046,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","1338",17,"8717231101","","","Fijo",25.58562062,-103.4835985,"dic-14","ESTANCIA INFANTIL PRIMAVERAGuarderías del sector privado"
"38895",1065476,"ESTANCIA INFANTIL RAYITO DE LUZ","",624411,"Guarderías del sector privado","0 a 5 personas","ANDADOR","RUBÍ","CALLE","AMATISTA","CALLE","ÁGATA","AVENIDA","DIAMANTE",0,"SN","","","","","COLONIA","LOS ALAMOS","","","",35020,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","594",16,"","","","Fijo",25.5768403,-103.5099538,"jul-10","ESTANCIA INFANTIL RAYITO DE LUZGuarderías del sector privado"
"38896",1103530,"ESTANCIA INFANTIL SUEÑOS MAGICOS","",624411,"Guarderías del sector privado","0 a 5 personas","CALLE","DE LAS VIOLETAS","CALLE","DE LOS ZEMPUALES","CALLE","DE LAS GARDENIAS","CALLE","F. FRESNO",1054,"","","","","","FRACCIONAMIENTO","RINCONADA BUGAMBILIAS","","","",35010,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","2035",34,"","","","Fijo",25.59022295,-103.4867466,"dic-14","ESTANCIA INFANTIL SUEÑOS MAGICOSGuarderías del sector privado"
"38897",1064123,"ESTANCIA INFANTIL TIERRA BLANCA","DESARROLLO INTEGRAL DE LA FAMILIA",624412,"Guarderías del sector público","6 a 10 personas","CALLE","EMILIANO ZAPATA","AVENIDA","GENERAL FRANCISCO VILLA","AVENIDA","ABELARDO RODRÍGUEZ","CALLE","PATONI",0,"SN","","","","","COLONIA","TIERRA BLANCA","","","",35064,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","147A",17,"8717199808","","","Fijo",25.56828986,-103.4859087,"jul-10","ESTANCIA INFANTIL TIERRA BLANCAGuarderías del sector público"
"38898",1103116,"ESTANCIA INFANTIL TITO´S","ESTANCIA INFANTIL TITO´S",624411,"Guarderías del sector privado","0 a 5 personas","AVENIDA","SINALOA","CALLE","ZACATECAS","CALZADA","DURANGO","AVENIDA","SINALOA",455,"","","","","","FRACCIONAMIENTO","SANTA TERESA","","","",35049,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","2016",20,"","","","Fijo",25.58715862,-103.4623922,"dic-14","ESTANCIA INFANTIL TITO´SGuarderías del sector privado"
"38899",1101055,"ESTANCIA INFANTIL VALLE ENCANTADO","",624411,"Guarderías del sector privado","0 a 5 personas","AVENIDA","FERNANDO AMILPA","CALLE","26","ANDADOR","24","ANDADOR","23",536,"","","","","","COLONIA","FIDEL VELAZQUEZ","","","",35025,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","1094",23,"","","","Fijo",25.57566161,-103.5271529,"dic-14","ESTANCIA INFANTIL VALLE ENCANTADOGuarderías del sector privado"
"38900",1102915,"ESTANCIA INFANTIL VILLA ALEGRÍA","",624411,"Guarderías del sector privado","6 a 10 personas","CALLE","INDEPENDENCIA","CALLE","FRANCISCO VILLA","PRIVADA","GASODUCTO","BOULEVARD","EJÉRCITO MEXICANO",0,"SN","","","","","COLONIA","NICOLAS FERNANDEZ","","","",35049,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","1840",4,"8717290785","","","Fijo",25.58649772,-103.4786179,"dic-14","ESTANCIA INFANTIL VILLA ALEGRÍAGuarderías del sector privado"
"38901",1099000,"ESTANCIA INFANTIL VLLA DE SANTIAGO","",624411,"Guarderías del sector privado","0 a 5 personas","CALLE","CONSTITUCIÓN","AVENIDA","ALLENDE","AVENIDA","VICTORIA","CALLE","SANTIAGO LAVIN",302,"","","","","","COLONIA","CENTRO","","","",35000,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","072A",27,"8717145602","","","Fijo",25.57073644,-103.4993142,"dic-14","ESTANCIA INFANTIL VLLA DE SANTIAGOGuarderías del sector privado"
"38940",1099404,"GUARDERIA INFANTIL 001","INSTITUTO MEXICANO DEL SEGURO SOCIAL",624412,"Guarderías del sector público","51 a 100 personas","CALZADA","LÁZARO CÁRDENAS","BOULEVARD","FRANCISCO GONZÁLEZ DE LA VEGA","CIRCUITO","CENTRAL","CIRCUITO","CENTRAL",307,"","","","","","PARQUE INDUSTRIAL","PARQUE INDUSTRIAL LAGUNERO","PARQUE INDUSTRIAL","LAGUNERO","307",35077,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","202",16,"8717190687","","","Fijo",25.56064707,-103.4721586,"dic-14","GUARDERIA INFANTIL 001Guarderías del sector público"
"38941",1066428,"GUARDERIA INFANTIL SAN ANTONIO","",624411,"Guarderías del sector privado","0 a 5 personas","CALLE","S. ÁNGEL ABRAHAM","CALLE","SAN MARTÍN","BOULEVARD","SAN ANTONIO","CALLE","SAN BENITO",105,"","","","","","FRACCIONAMIENTO","SAN ANTONIO","","","",35015,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","1677",27,"8717523933","","","Fijo",25.59454164,-103.4835393,"jul-10","GUARDERIA INFANTIL SAN ANTONIOGuarderías del sector privado"
"38955",1105672,"INSTITUCIÓN INFANTIL DE LERDO","",624412,"Guarderías del sector público","11 a 30 personas","CALLE","GÓMEZ PALACIO","AVENIDA","JUÁREZ","AVENIDA","JUAN E. GARCÍA","CALLE","NICOLÁS BRAVO",360,"","","","","","COLONIA","CENTRO","","","",35150,10,"DURANGO",12,"Lerdo",1,"Lerdo","556",12,"8711593451","INSTITUCIONINFANTIL@HOTMAIL.COM","","Fijo",25.53083791,-103.522939,"dic-14","INSTITUCIÓN INFANTIL DE LERDOGuarderías del sector público"
"38961",1068196,"JARDÍN DE NIÑOS MUNDO INFANTIL","",624411,"Guarderías del sector privado","0 a 5 personas","AVENIDA","GLADIOLAS","CALLE","BEGONIAS","CALLE","AZUCENAS","AVENIDA","HORTENCIAS",0,"SN","","","","","COLONIA","VILLA JARDÍN","","","",35160,10,"DURANGO",12,"Lerdo",1,"Lerdo","1450",12,"8717255931","","","Fijo",25.54616778,-103.511158,"jul-10","JARDÍN DE NIÑOS MUNDO INFANTILGuarderías del sector privado"
"39013",1063640,"ODONTOLOGÍA INFANTIL ESPECIALIZADA","",621211,"Consultorios dentales del sector privado","0 a 5 personas","AVENIDA","VICTORIA","CALLE","ALBERTO ALVARADO","CALLE","DURANGO","AVENIDA","ALLENDE",1500,"","","","","","COLONIA","CENTRO","","","",35000,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","170",2,"","","","Fijo",25.55523111,-103.4909727,"jul-10","ODONTOLOGÍA INFANTIL ESPECIALIZADAConsultorios dentales del sector privado"
"41755",1106669,"D´PEKES ESTÉTICA INFANTIL","",812110,"Salones y clínicas de belleza y peluquerías","0 a 5 personas","AVENIDA","PASEO DEL TECNOLÓGICO","CALZADA","HIDALGO","CALLE","BADIANES","CALLE","NINGUNO",0,"SN","","","","","COLONIA","QUINTAS SAN ISIDRO","","","",35158,10,"DURANGO",12,"Lerdo",1,"Lerdo","1910",7,"","","","Fijo",25.55486137,-103.5340822,"dic-14","D´PEKES ESTÉTICA INFANTILSalones y clínicas de belleza y peluquerías"
